ari,nmi,fmi,purity,vm,homogeneity,completeness,time,K,T,D
0.9927076502018027,0.988098405523692,0.9942855695246127,0.9961928934010152,0.9882680312048461,0.9891992975556994,0.9873385166573366,0.7583560943603516,20,1.0,0
0.7826526272658557,0.9019578823210739,0.8298779800562412,0.9555837563451777,0.9032887240846834,0.9385181269145413,0.8706084642017127,1.504824161529541,20,1.0,1
0.7774204122573374,0.9006062573641578,0.8256868583282992,0.9555837563451777,0.9019548948439654,0.9374633539817986,0.8690381873958352,2.224759101867676,20,1.0,2
0.7718974156714649,0.8991816481585969,0.8212393818510548,0.9555837563451777,0.9005491924527051,0.9362530664178357,0.8674684112670051,2.946322202682495,20,1.0,3
0.7794449620056154,0.9011286732349019,0.8273107822001056,0.9555837563451777,0.9024704194057829,0.9378799995680134,0.8696373352697668,3.647892713546753,20,1.0,4
0.7794449620056154,0.9011286732349019,0.8273107822001056,0.9555837563451777,0.9024704194057829,0.9378799995680134,0.8696373352697668,4.344922065734863,20,1.0,5
0.7794449620056154,0.9011286732349019,0.8273107822001056,0.9555837563451777,0.9024704194057829,0.9378799995680134,0.8696373352697668,5.02639627456665,20,1.0,6
0.7794449620056154,0.9011286732349019,0.8273107822001056,0.9555837563451777,0.9024704194057829,0.9378799995680134,0.8696373352697668,5.6945555210113525,20,1.0,7
0.7794449620056154,0.9011286732349019,0.8273107822001056,0.9555837563451777,0.9024704194057829,0.9378799995680134,0.8696373352697668,6.359565019607544,20,1.0,8
0.7794449620056154,0.9011286732349018,0.8273107822001056,0.9555837563451777,0.9024704194057827,0.9378799995680132,0.8696373352697666,7.050384283065796,20,1.0,9
0.9927076502018027,0.988098405523692,0.9942855695246127,0.9961928934010152,0.9882680312048461,0.9891992975556994,0.9873385166573366,0.7457220554351807,20,1.0,0
0.7826526272658557,0.9019578823210739,0.8298779800562412,0.9555837563451777,0.9032887240846834,0.9385181269145413,0.8706084642017127,1.4978437423706055,20,1.0,1
